SMILES,CID,canonical_CID,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_pIC50,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,p_IC50,f_avg_IC50,f_avg_pIC50,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,NMR_std_ratio,acrylamide,chloroacetamide,series,frag_id
CS(=O)(=O)CCN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,ALP-POS-b3e0acc5-1,ALP-POS-b3e0acc5-1,,,#NUM!,,,,6.75304654,0.176584858,,,,,,FALSE,FALSE,3-aminopyridine-like,
Cn1ncc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)c21,MAT-POS-bfd29aac-1,MAT-POS-bfd29aac-1,,,#NUM!,,,,5.596805127,2.530433177,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cn[nH]c34)C2)CC1,MAT-POS-bfd29aac-2,MAT-POS-bfd29aac-2,,,#NUM!,,,,5.977375808,1.053474898,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-e194df51-1,MAT-POS-e194df51-1,,,#NUM!,,,,7.433749984,0.036834096,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-e194df51-2,MAT-POS-e194df51-2,,,#NUM!,,,,5.385855276,4.112867555,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2cc(F)ccc12)[C@H]1CCS(=O)(=O)c2ccc(Cl)cc21,MAT-POS-86c60949-1,MAT-POS-86c60949-1,,,#NUM!,,,,4.610070882,24.54308311,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC(C)(O)c1ccc2cncc(NC(=O)C3CCNc4ccc(Cl)cc43)c2c1,MAT-POS-86c60949-2,MAT-POS-86c60949-2,,,#NUM!,,,,6.452079833,0.353118253,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2ccc(CN3CC4(CNC4)C3)cc12)C1CCOc2ccc(Cl)cc21,MAT-POS-86c60949-3,MAT-POS-86c60949-3,,,#NUM!,,,,5.831550243,1.473838024,,,,,,FALSE,FALSE,3-aminopyridine-like,
CCOC(=O)/C=C/N1CCN(S(=O)(=O)c2ccccc2)CC1,PEI-IMP-3d837503-1,PEI-IMP-3d837503-1,,,#NUM!,,,,4.523133523,29.98240576,,,,,,FALSE,FALSE,,
C=CC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,PEI-IMP-3d837503-2,PEI-IMP-3d837503-2,,,#NUM!,,,,4.002176919,99.5,,,,,,TRUE,FALSE,,
C=CS(=O)(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,PEI-IMP-3d837503-3,PEI-IMP-3d837503-3,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
COc1ccc(-c2ccccc2S(=O)(=O)N2CCN(C(=O)CCl)CC2)cc1,PEI-IMP-668afc53-1,PEI-IMP-668afc53-1,,,#NUM!,,,,6.258578226,0.551342885,,,,,,FALSE,TRUE,piperazine-chloroacetamide,
COc1ccc(-c2ccsc2S(=O)(=O)N2CCN(C(=O)CCl)CC2)cc1,PEI-IMP-668afc53-2,PEI-IMP-668afc53-2,,,#NUM!,,,,5.977856506,1.052309507,,,,,,FALSE,TRUE,piperazine-chloroacetamide,
O=C(Cc1cccc(Cl)c1)Nc1cncc2cc(C(F)F)ccc12,MAT-POS-c0609ef7-1,MAT-POS-c0609ef7-1,,,#NUM!,,,,5.648666224,2.245607115,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)NC2CC2)Cc2ccc(Cl)cc21,MAT-POS-5cd9ea36-2,MAT-POS-5cd9ea36-2,,,#NUM!,,,,6.952452664,0.111569975,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)NC2CCC2)Cc2ccc(Cl)cc21,MAT-POS-5cd9ea36-3,MAT-POS-5cd9ea36-3,,,#NUM!,,,,6.922267844,0.119600269,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC(C)NS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-4,MAT-POS-5cd9ea36-4,,,#NUM!,,,,6.710573733,0.194727042,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCCC1,MAT-POS-5cd9ea36-5,MAT-POS-5cd9ea36-5,,,#NUM!,,,,7.077284385,0.083698103,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCOCC1,MAT-POS-5cd9ea36-6,MAT-POS-5cd9ea36-6,,,#NUM!,,,,6.936355907,0.115782812,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCS(=O)(=O)CC1,MAT-POS-5cd9ea36-7,MAT-POS-5cd9ea36-7,,,#NUM!,,,,6.886595025,0.129838944,,,,,,FALSE,FALSE,,
N#CCC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-5cd9ea36-8,MAT-POS-5cd9ea36-8,,,#NUM!,,,,6.891869424,0.128271619,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2(F)CC2)Cc2ccc(Cl)cc21,MAT-POS-5cd9ea36-9,MAT-POS-5cd9ea36-9,,,#NUM!,,,,6.753799023,0.176279162,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,MAT-POS-5cd9ea36-10,MAT-POS-5cd9ea36-10,,,#NUM!,,,,7.008565252,0.098047099,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CC2(F)F)Cc2ccc(Cl)cc21,MAT-POS-5cd9ea36-11,MAT-POS-5cd9ea36-11,,,#NUM!,,,,6.797380837,0.159448032,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1)NC1CC1,MAT-POS-5cd9ea36-13,MAT-POS-5cd9ea36-13,,,#NUM!,,,,6.92006368,0.120208816,,,,,,FALSE,FALSE,3-aminopyridine-like,
CNC(=O)C(C)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-14,MAT-POS-5cd9ea36-14,,,#NUM!,,,,6.907931497,0.12361424,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#CCNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-15,MAT-POS-5cd9ea36-15,,,#NUM!,,,,7.078920754,0.083383332,,,,,,FALSE,FALSE,3-aminopyridine-like,
CCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-16,MAT-POS-5cd9ea36-16,,,#NUM!,,,,7.043186794,0.090534312,,,,,,FALSE,FALSE,3-aminopyridine-like,
CCNS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-17,MAT-POS-5cd9ea36-17,,,#NUM!,,,,6.827954345,0.148609186,,,,,,FALSE,FALSE,3-aminopyridine-like,
CN(CC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-18,MAT-POS-5cd9ea36-18,,,#NUM!,,,,6.934087806,0.116389069,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC(C)N(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-19,MAT-POS-5cd9ea36-19,,,#NUM!,,,,6.899643256,0.125995996,,,,,,FALSE,FALSE,3-aminopyridine-like,
CN(C1CC1)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-20,MAT-POS-5cd9ea36-20,,,#NUM!,,,,6.982565716,0.104096058,,,,,,FALSE,FALSE,3-aminopyridine-like,
CN(CCC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-21,MAT-POS-5cd9ea36-21,,,#NUM!,,,,7.070801195,0.084956929,,,,,,FALSE,FALSE,3-aminopyridine-like,
COCCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-22,MAT-POS-5cd9ea36-22,,,#NUM!,,,,6.981132234,0.104440217,,,,,,FALSE,FALSE,3-aminopyridine-like,
CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-23,MAT-POS-5cd9ea36-23,,,#NUM!,,,,6.921883345,0.119706203,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#CCS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-5cd9ea36-24,MAT-POS-5cd9ea36-24,,,#NUM!,,,,6.481655061,0.329871609,,,,,,FALSE,FALSE,3-aminopyridine-like,
CS(=O)(=O)Nc1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)c2c1,MAT-POS-e36d57d9-1,MAT-POS-e36d57d9-1,,,#NUM!,,,,6.573092464,0.267243737,,,,,,FALSE,FALSE,,
COc1cc2cncc(NC(=O)Cc3cccc(Cl)c3)c2cc1F,MAT-POS-29385cc1-2,MAT-POS-29385cc1-2,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,3-aminopyridine-like,
Cc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,MAT-POS-29385cc1-3,MAT-POS-29385cc1-3,,,#NUM!,,,,5.906777518,1.239431364,,,,,,FALSE,FALSE,3-aminopyridine-like,
Cc1cc(F)cc2cncc(NC(=O)Cc3cccc(Cl)c3)c12,MAT-POS-29385cc1-4,MAT-POS-29385cc1-4,,,#NUM!,,,,6.070171009,0.850802958,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CCOCC2)Cc2ccc(Cl)cc21,EDJ-MED-4fff0a85-1,EDJ-MED-4fff0a85-1,,,#NUM!,,,,6.819045316,0.151689208,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CS(=O)(=O)C1,EDJ-MED-4fff0a85-3,EDJ-MED-4fff0a85-3,,,#NUM!,,,,7.245620171,0.056804119,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CS(=O)(=O)C2)Cc2ccc(Cl)cc21,EDJ-MED-4fff0a85-4,EDJ-MED-4fff0a85-4,,,#NUM!,,,,6.892221368,0.128167712,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC1(C(=O)Nc2cncc3ccccc23)CN(S(=O)(=O)CC2(C#N)CC2)Cc2ccc(Cl)cc21,ALP-POS-c56c1477-4,ALP-POS-c56c1477-4,,,#NUM!,,,,7.017704162,0.096005439,,,,,,FALSE,FALSE,3-aminopyridine-like,
CNS(=O)(=O)c1cc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F,MAT-POS-7174c657-1,MAT-POS-7174c657-1,,,#NUM!,,,,5.91377203,1.219629638,,,,,,FALSE,FALSE,,
O=C(Cc1cccc(Cl)c1)N1CC(O)Cc2ccccc21,MAT-POS-7174c657-2,MAT-POS-7174c657-2,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)N1Cc2ccccc2C(O)C1,MAT-POS-7174c657-3,MAT-POS-7174c657-3,,,#NUM!,,,,4.830001876,14.79101998,,,,,,FALSE,FALSE,,
NS(=O)(=O)c1ccc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1F,MAT-POS-7174c657-4,MAT-POS-7174c657-4,,,#NUM!,,,,5.744671357,1.800232688,,,,,,FALSE,FALSE,,
O=C(N[C@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1,MAT-POS-7174c657-5,MAT-POS-7174c657-5,,,#NUM!,,,,5.847210043,1.421641056,,,,,,FALSE,FALSE,Ugi,
O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1,MAT-POS-7174c657-6,MAT-POS-7174c657-6,,,#NUM!,,,,5.90960105,1.231399435,,,,,,FALSE,FALSE,Ugi,
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,MAT-POS-7ed7af85-1,MAT-POS-7ed7af85-1,,,#NUM!,,,,8.573819709,0.002667966,,,,,,FALSE,FALSE,Ugi,
CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,EDJ-MED-76744c27-1,EDJ-MED-76744c27-1,,,#NUM!,,,,6.866432605,0.136008921,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CC2)Cc2ccc(Cl)cc21,EDJ-MED-76744c27-3,EDJ-MED-76744c27-3,,,#NUM!,,,,6.773944895,0.168288758,,,,,,FALSE,FALSE,3-aminopyridine-like,
CC(C)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,EDJ-MED-76744c27-5,EDJ-MED-76744c27-5,,,#NUM!,,,,6.970207391,0.107100774,,,,,,FALSE,FALSE,3-aminopyridine-like,
COC(C)(C)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,EDJ-MED-76744c27-7,EDJ-MED-76744c27-7,,,#NUM!,,,,6.699072047,0.199953013,,,,,,FALSE,FALSE,3-aminopyridine-like,
COc1ccc2c(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,EDJ-MED-be9e6f63-1,EDJ-MED-be9e6f63-1,,,#NUM!,,,,6.465456943,0.342407333,,,,,,FALSE,FALSE,3-aminopyridine-like,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cc(F)ccc34)C2)CC1,EDJ-MED-be9e6f63-2,EDJ-MED-be9e6f63-2,,,#NUM!,,,,6.65425783,0.221687992,,,,,,FALSE,FALSE,3-aminopyridine-like,
CS(=O)(=O)Nc1ccc2c(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,EDJ-MED-be9e6f63-3,EDJ-MED-be9e6f63-3,,,#NUM!,,,,7.40213374,0.039615602,,,,,,FALSE,FALSE,,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cc(Cl)ccc34)C2)CC1,EDJ-MED-be9e6f63-4,EDJ-MED-be9e6f63-4,,,#NUM!,,,,6.54805323,0.283104498,,,,,,FALSE,FALSE,3-aminopyridine-like,
Cc1nccn1Cc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2c1,MAT-POS-7ddaf7de-1,MAT-POS-7ddaf7de-1,,,#NUM!,,,,5.274467245,5.315360873,,,,,,FALSE,FALSE,3-aminopyridine-like,
CS(=O)(=O)c1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2c1,MAT-POS-7ddaf7de-2,MAT-POS-7ddaf7de-2,,,#NUM!,,,,6.369470811,0.427099624,,,,,,FALSE,FALSE,3-aminopyridine-like,
O=C(Nc1cncc2cc(CN3CC4(CNC4)C3)ccc12)C1CCOc2ccc(Cl)cc21,MAT-POS-7ddaf7de-3,MAT-POS-7ddaf7de-3,,,#NUM!,,,,5.842410831,1.437438158,,,,,,FALSE,FALSE,3-aminopyridine-like,
Cc1c(N)cncc1NC(=O)C1CCOc2ccc(Cl)cc21,MAT-POS-7ddaf7de-4,MAT-POS-7ddaf7de-4,,,#NUM!,,,,5.470865794,3.381693213,,,,,,FALSE,FALSE,3-aminopyridine-like,
Cc1nc(C2CCN(C(=O)c3ccc(Br)cc3)CC2)n[nH]1,RED-RED-10c9212c-1,RED-RED-10c9212c-1,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
NC(=O)CN1CCCN(C(=O)CCSc2ccc(F)cc2)CC1,RED-RED-10c9212c-2,RED-RED-10c9212c-2,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Cc1sc2ncnc(N3CCc4c(ncn4C4CC4)C3)c2c1C,RED-RED-10c9212c-3,RED-RED-10c9212c-3,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(Nc1ccc(-c2nnc[nH]2)cc1)c1cccc(F)c1F,RED-RED-10c9212c-4,RED-RED-10c9212c-4,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(Nc1cccnc1)N1CCC(CN2CCc3ccccc32)CC1,RED-RED-10c9212c-5,RED-RED-10c9212c-5,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=c1[nH]c2ccc(-c3csc(NCc4ccc(F)cc4)n3)cc2o1,RED-RED-10c9212c-6,RED-RED-10c9212c-6,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Cc1c(Cl)cccc1S(=O)(=O)N(Cc1ccc(F)cc1)c1ccc2[nH]c(=O)[nH]c2c1,RED-RED-10c9212c-7,RED-RED-10c9212c-7,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(Cn1ccc(=O)[nH]c1=O)N1CCN(c2ccccc2O)CC1,RED-RED-10c9212c-8,RED-RED-10c9212c-8,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(COC(=O)C1(c2ccccc2)CCC1)c1c[nH]c2ccccc12,RED-RED-10c9212c-9,RED-RED-10c9212c-9,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
CCc1n[nH]c(=O)c(-c2nc(-c3c[nH]c4ncccc34)cs2)c1CC,RED-RED-10c9212c-10,RED-RED-10c9212c-10,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(NCCCc1nc(=O)[nH][nH]1)C1(c2ccc(F)cc2F)CCC1,RED-RED-10c9212c-11,RED-RED-10c9212c-11,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(O)c1ccc(CNCc2c[nH]nc2-c2cccs2)cc1,RED-RED-10c9212c-12,RED-RED-10c9212c-12,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=CN1CCC(OC(=O)c2c[nH]nc2-c2ccc(Cl)cc2)CC1,RED-RED-10c9212c-13,RED-RED-10c9212c-13,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Cc1[nH]c2ccccc2c1C(=O)CSc1nc2cc(Cl)cnc2[nH]1,RED-RED-10c9212c-14,RED-RED-10c9212c-14,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(NCc1ccc2[nH]c(=O)[nH]c2c1)Nc1ccc(F)c(F)c1,RED-RED-10c9212c-15,RED-RED-10c9212c-15,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Clc1scc(CN2CCC(c3ccn[nH]3)CC2)c1Cl,RED-RED-10c9212c-16,RED-RED-10c9212c-16,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(Cn1ccc(=O)[nH]c1=O)OCc1ccc(-c2ccccc2)cc1,RED-RED-10c9212c-17,RED-RED-10c9212c-17,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(c1cc(F)cc(F)c1)N1CCOc2cc(O)ccc2C1,RED-RED-10c9212c-18,RED-RED-10c9212c-18,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(CCc1nc2ccccc2[nH]1)N1CCC(CCc2ccccc2)CC1,RED-RED-10c9212c-19,RED-RED-10c9212c-19,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Cc1ccc(-c2ccc(C(=O)N3CC[C@H](N)C3)c(F)c2)cc1,RED-RED-10c9212c-20,RED-RED-10c9212c-20,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Cc1c(Cl)cc(S(=O)(=O)N2CC=C(c3c[nH]c4ncccc34)CC2)cc1[N+](=O)[O-],RED-RED-10c9212c-21,RED-RED-10c9212c-21,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Cc1ccc(-n2c(C)c(C)n3c4c(=O)n(CCCO)c(=O)n(C)c4nc23)cc1Cl,RED-RED-10c9212c-22,RED-RED-10c9212c-22,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
C1=C(c2c[nH]c3ccccc23)CCN(Cc2ccno2)C1,RED-RED-10c9212c-23,RED-RED-10c9212c-23,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Cc1cccc(CN2CCN(c3nc4ccccc4nc3C)CC2)c1,RED-RED-10c9212c-24,RED-RED-10c9212c-24,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=c1[nH]c2ccc(NC(=S)Nc3ccccc3Cl)cc2[nH]1,RED-RED-10c9212c-25,RED-RED-10c9212c-25,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(OCC(=O)N1CCC(Cc2ccccc2)CC1)c1cc(=O)[nH]c(=O)[nH]1,RED-RED-10c9212c-26,RED-RED-10c9212c-26,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(NCCc1nnc2n1CCC2)c1cc(O)nc2ccccc12,RED-RED-10c9212c-27,RED-RED-10c9212c-27,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Cc1nc(-c2cccc(NCc3ccccc3C)c2)n[nH]1,RED-RED-10c9212c-28,RED-RED-10c9212c-28,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=c1[nH]c(-c2nnc[nH]2)nc2cc(-c3ccccc3Cl)sc12,RED-RED-10c9212c-29,RED-RED-10c9212c-29,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
COc1ccc([N+](=O)[O-])cc1COC(=O)c1cnc2ccccc2n1,RED-RED-10c9212c-30,RED-RED-10c9212c-30,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
C/C=C/C=C/C(=O)N1CC=C(c2c[nH]c3ncccc23)CC1,RED-RED-10c9212c-31,RED-RED-10c9212c-31,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
CCC(C)c1ccc(C(NCC(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)c2cccs2)cc1,RED-RED-10c9212c-32,RED-RED-10c9212c-32,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
CCN1CCCC1C1CCCN1C(=O)CCc1c[nH]c2ccccc12,RED-RED-10c9212c-33,RED-RED-10c9212c-33,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Cc1ccccc1C(C)NC(C)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,RED-RED-10c9212c-34,RED-RED-10c9212c-34,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
COC1CCC2OCCN(C(=O)c3ccc4[nH]cnc4c3)C2C1,RED-RED-10c9212c-35,RED-RED-10c9212c-35,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
CCC(C(=O)O)N1CCCC(NC(=O)c2ccc3ccccc3c2)C1,RED-RED-10c9212c-36,RED-RED-10c9212c-36,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
Cc1cccc(C2CCCCN2C(=O)C(C)c2cncnc2)c1C,RED-RED-10c9212c-37,RED-RED-10c9212c-37,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
COC(=O)C1CC1C(=O)N1CCC(c2c[nH]c3ncccc23)CC1,RED-RED-10c9212c-38,RED-RED-10c9212c-38,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(Cn1cn[nH]c1=O)NC1CCCCCC1c1ccccc1C(F)(F)F,RED-RED-10c9212c-39,RED-RED-10c9212c-39,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=C(c1ccc(N2CCCC2)nc1)N1CCCC(c2ccn[nH]2)C1,RED-RED-10c9212c-40,RED-RED-10c9212c-40,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
NC(=O)C1Cc2ccccc2CN1CC(=O)N1CCN(c2ncccn2)CC1,RED-RED-10c9212c-41,RED-RED-10c9212c-41,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
CC1C(=O)NCCN1C(=O)CCCc1c[nH]c2ccccc12,RED-RED-10c9212c-42,RED-RED-10c9212c-42,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,Ugi,
Cc1cc(C)n(C2CCCN(C(=O)c3c[nH]c4ncccc34)C2)n1,RED-RED-10c9212c-43,RED-RED-10c9212c-43,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
CCCCn1nnnc1CNC1CCc2nc(C(C)C)nn2C1,RED-RED-10c9212c-44,RED-RED-10c9212c-44,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
CC(C)(CNC(=O)C1CNC(=O)N1)N1CCc2ccccc2C1,RED-RED-10c9212c-45,RED-RED-10c9212c-45,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
CSc1ccc(C2c3c(-c4ccccc4O)n[nH]c3C(=O)N2Cc2cccnc2)cc1,RED-RED-10c9212c-46,RED-RED-10c9212c-46,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
O=CNc1ccc(C(=O)NC(c2ccccc2)C2CCOCC2)cc1,RED-RED-10c9212c-47,RED-RED-10c9212c-47,,,#NUM!,,,,4.002176919,99.5,,,,,,FALSE,FALSE,,
